kod,sirket_adi,url,talep_tarihi,sonuclar_aciklandi,halka_arz_fiyati,dagitim_yontemi,toplam_lot,sermaye_artisi_lot,ortak_satisi_lot,sermaye_artisi_yuzde,ortak_satisi_yuzde,bireysel_kisi,bireysel_lot,bireysel_lot_basina_kisi,ilk_islem_tarihi,fon_kullanim_yeri,yil
NETGL,Net Global Endüstriyel Yatırımlar A.Ş.,https://halkarz.com/net-global-endustriyel-yatirimlar-a-s/,,1,25.52,Eşit Dağıtım,87500000.0,62500000.0,25000000.0,71.43,28.57,652248.0,35000000.0,53.66,Hazırlanıyor...,"- %15-25 Mevcut yatırımlara ilişkin kapasite artışları, koruge boru makine alımı. - %20-30 Vagon fabrikası inşaatının tamamlanması ve makine ekipmanı. - %20-30 Banka kredilerinin azaltılması. - %25-35 İşletme sermayesi. * İzahname, Sayfa 311.",2026
INTET,İntetra Teknoloji ve Bilişim Hizmetleri A.Ş.,https://halkarz.com/intetra-teknoloji-ve-bilisim-hizmetleri-a-s/,,0,53.60,Eşit Dağıtım,40000000.0,30000000.0,10000000.0,75.0,25.0,651837.0,39905887.0,61.22,1 Eylül 2026,"- %35 İşletme sermayesi. - %65 Yatırımların finansmanı. * İzahname, Sayfa 319.",2026
BKRGY,Bakırcı Gayrimenkul Yatırım Ortaklığı A.Ş.,https://halkarz.com/bakirci-gayrimenkul-yatirim-ortakligi-a-s/,,0,12.93,Eşit Dağıtım,167000000.0,167000000.0,0.0,100.0,0.0,501344.0,110813470.0,221.03,2 Eylül 2026,"- %100-90 Projelerin finansmanı. - %0-10 İşletme sermayesi ve borç geri ödemesi. * İzahname, Sayfa 211.",2026
VEYAS,Türker Vangölü Enerji Yatırım A.Ş.,https://halkarz.com/turker-vangolu-enerji-yatirim-a-s/,,0,136.00,Eşit Dağıtım,65000000.0,37500000.0,27500000.0,57.69,42.31,364592.0,15533163.0,42.6,20 Ağustos 2026,"- %60-70 VEDAŞ'ın yatırım harcamaları. - %30-40 İşletme sermayesi. * İzahname, Sayfa 393.",2026
KPEKS,Kapeks Kimya Sanayi A.Ş.,https://halkarz.com/kapeks-kimya-sanayi-a-s/,,0,94.00,Eşit Dağıtım,25100000.0,25100000.0,0.0,100.0,0.0,517764.0,12550000.0,24.24,21 Ağustos 2026,"- %40-50 Yurt içi ve yurt dışı yeni üretim tesisi ve depo yatırımları ile diğer alternatif yatırım fırsatlarının değerlendirilmesi. - %50-60 İşletme sermayesi. * İzahname, Sayfa 314.",2026
TKNKA,Teknika Plast Teknik Kalıp Plastik San. ve Tic. A.Ş.,https://halkarz.com/teknika-plast-teknik-kalip-plastik-san-ve-tic-a-s/,,0,85.40,Eşit Dağıtım,31000000.0,25000000.0,6000000.0,80.65,19.35,492327.0,12400000.0,25.19,20 Ağustos 2026,"- %30 Büyüme yatırımlarının finansmanı. - %40 İşletme sermayesi. - %30 Finansal borçluluk seviyesinin azaltılması. * İzahname, Sayfa 279.",2026
CITAS,Çitlekçi Mağazacılık Gıda A.Ş.,https://halkarz.com/citlekci-magazacilik-gida-a-s/,,0,73.70,Eşit Dağıtım,36500000.0,30000000.0,6500000.0,82.19,17.81,555169.0,14600000.0,26.3,18 Ağustos 2026,"- %30-40 İşletme sermayesi. - %30-40 Yurt içi yeni şube yatırımları ile diğer alternatif yatırım fırsatlarının değerlendirilmesi. - %10-20 Yurt içi yeni depo yatırımları. - %10-20 GES (Güneş Enerjisi Santralı) yatırımı. * İzahname, Sayfa 232.",2026
BEWEN,Bewen Enerji A.Ş.,https://halkarz.com/bewen-enerji-a-s/,,0,48.10,Eşit Dağıtım,80000000.0,56000000.0,10080000.0,84.75,15.25,nan,nan,nan,,"- %40 Şirket ve Bağlı Ortaklıklar'ın finansal yapısının güçlendirilmesi ve finansman maliyetinin azaltılması. - %55 Elektrik enerjisi üretim kapasitesi artırımı ve inorganik büyümenin finansmanı. - %5 İşletme sermayesi. * İzahname, Sayfa 343.",2026
QUICK,Quick Sigorta A.Ş.,https://halkarz.com/quick-sigorta-a-s/,,0,76.60,Eşit Dağıtım,48312950.0,48312950.0,0.0,100.0,0.0,582468.0,28987770.0,49.77,6 Ağustos 2026,"- %100 İşletme sermayesi. * İzahname, Sayfa 340.",2026
KARCL,Kardemir Çelik Sanayi A.Ş.,https://halkarz.com/kardemir-celik-sanayi-a-s/,,0,35.00,Eşit Dağıtım,128000000.0,110000000.0,18000000.0,85.94,14.06,813950.0,51200000.0,62.9,31 Temmuz 2026,"- %90 Hammadde tedariki ve işletme sermayesi finansmanı. - %4 Yenilenebilir enerji yatırımları. - %6 Üretim tesisi yatırımları. * İzahname, Sayfa 296.",2026
MASFN,Masfen Enerji A.Ş.,https://halkarz.com/masfen-enerji-a-s/,,0,45.68,Eşit Dağıtım,85000000.0,55000000.0,30000000.0,64.71,35.29,1089645.0,68000000.0,62.41,30 Temmuz 2026,"- %75 Yenilenebilir enerji yatırımları. - %25 İşletme sermayesi. * İzahname, Sayfa 411.",2026
ALBTN,Albayrak Hazır Beton San. ve Tic. A.Ş.,https://halkarz.com/albayrak-hazir-beton-san-ve-tic-a-s/,,0,38.60,Eşit Dağıtım,70000000.0,49000000.0,7000000.0,87.5,12.5,547978.0,66094850.0,120.62,29 Temmuz 2026,"- %10 Araç, makine ve ekipman alımları. - %60 Yeni yatırımların finanse edilmesi ve inşaat projeleri. - %20 İşletme sermayesi. - %10 Finansal borçların azaltılması. * İzahname, Sayfa 290.",2026
METEN,Metgün Enerji Yatırımları A.Ş.,https://halkarz.com/metgun-enerji-yatirimlari-a-s/,,0,20.00,Eşit Dağıtım,135579000.0,90579000.0,45000000.0,66.81,33.19,960994.0,81347400.0,84.65,28 Temmuz 2026,"- %80-90 Depolamalı RES ve GES projeleri ile yeni yenilenebilir enerji santralleri ve bu alanda faaliyet gösteren şirket yatırımları. - %10-20 İşletme sermayesi. * İzahname, Sayfa 286.",2026
SARAE,Şa-Ra Enerji İnşaat Tic. ve San. A.Ş.,https://halkarz.com/sa-ra-enerji-insaat-tic-ve-san-a-s/,,0,70.00,Eşit Dağıtım,89000000.0,44500000.0,35600000.0,55.56,44.44,728823.0,33820000.0,46.4,17 Temmuz 2026,"- %15 Yatırım harcamaları. - %55 İşletme sermayesi. - %30 Finansal borç ödemesi. * İzahname, Sayfa 296.",2026
SSAAT,Saat ve Saat San. ve Tic. A.Ş.,https://halkarz.com/saat-ve-saat-san-ve-tic-a-s/,,0,56.00,Eşit Dağıtım,66944955.0,40166973.0,26777982.0,60.0,40.0,693013.0,40166973.0,57.96,16 Temmuz 2026,"- %20 Finansal borçların ödenmesi. - %80 İşletme sermayesi. * İzahname, Sayfa 351.",2026
ISVEA,İsvea Seramik ve Banyo Ürünleri Sanayi A.Ş.,https://halkarz.com/isvea-seramik-ve-banyo-urunleri-sanayi-a-s/,,0,20.90,Eşit Dağıtım,67000000.0,60000000.0,7000000.0,89.55,10.45,901425.0,40200000.0,44.6,10 Temmuz 2026,"- %10-15 Öztüketime yönelik yenilenebilir enerji yatırımları. - %20-30 Makine ve ekipman yatırımları. - %10-15 Kiralama yoluyla elde edilen makine ve teçhizatların satın alma yatırımları. - %15-25 Finansal borçluluğun azaltılması. - %15-25 İşletme sermayesi. * İzahname, Sayfa 271.",2026
EKIM,(Intercity) Ekim Turizm Tic. ve San. A.Ş.,https://halkarz.com/ekim-turizm-tic-ve-san-a-s/,,0,30.26,Eşit Dağıtım,162000000.0,13200000.0,30000000.0,30.56,69.44,706837.0,85677956.0,121.21,9 Temmuz 2026,"- %100 Kiralamada kullanılacak kara araçlarının satın alınması.. * İzahname, Sayfa 300.",2026
GOLDA,Golda Gıda San. ve Tic. A.Ş.,https://halkarz.com/golda-gida-san-ve-tic-a-s/,,0,9.20,Eşit Dağıtım,87499998.0,50000000.0,37499998.0,57.14,42.86,748056.0,87313096.0,116.72,8 Temmuz 2026,"- %50-60 Kapasite artışı, modernizasyon. - %40-50 İşletme sermayesi. * İzahname, Sayfa 243.",2026
SOHOE,Soho Giyim ve Enerji A.Ş.,https://halkarz.com/soho-giyim-ve-enerji-a-s/,,0,15.00,Eşit Dağıtım,100000000.0,100000000.0,0.0,100.0,0.0,658589.0,97065314.0,147.38,6 Temmuz 2026,"- %30 Mağazalaşma yatırımları. - %10 Markalaşma yatırımları. - %60 Kreasyon Yatırımları. * İzahname, Sayfa 208.",2026
ORZAX,(Orzax) Orzaks İlaç ve Kimya San. Tic. A.Ş.,https://halkarz.com/orzaks-ilac-ve-kimya-san-tic-a-s/,,0,69.00,Eşit Dağıtım,52500000.0,31500000.0,21000000.0,60.0,40.0,973805.0,29925000.0,30.73,7 Temmuz 2026,"- %50 Devam eden ve yeni yatırımların finasmanında. - %30 Finansal borç anapara ve faiz ödemelerinde. - %20 İşletme sermayesi. * İzahname, Sayfa 285.",2026
BETAE,Beta Enerji ve Teknoloji A.Ş.,https://halkarz.com/beta-enerji-ve-teknoloji-a-s/,,0,40.00,Eşit Dağıtım,60750000.0,55000000.0,5750000.0,90.53,9.47,1103933.0,30375000.0,27.52,1 Temmuz 2026,"- %45 Büyüme yatırımlarının finansmanı. - %55 İşletme sermayesi. * İzahname, Sayfa 476.",2026
EKDMR,Ekinciler Demir ve Çelik Sanayi A.Ş.,https://halkarz.com/ekinciler-demir-ve-celik-sanayi-a-s/,,0,45.00,Eşit Dağıtım,52000000.0,40000000.0,3339977.0,92.29,7.71,791713.0,20800000.0,26.27,22 Mayıs 2026,"- %25 Yenilenebilir enerji yatırımları. - %40 Hammadde tedariki ve işletme sermayesi finansmanı. - %25 Yeşil çelik haddehane modernizayonu ve mevcut üretim tesislerinin kapasite artışı yatırımları. - %10 Kütük kaynatma sistemi yatırımı. * İzahname, Sayfa 253.",2026
ENPRA,Enpara Bank A.Ş.,https://halkarz.com/enpara-bank-a-s/,,0,,,nan,nan,0.0,nan,nan,nan,nan,nan,7 Nisan 2026,,2026
AAGYO,Ağaoğlu Avrasya Gayrimenkul Yatırım Ortaklığı A.Ş.,https://halkarz.com/agaoglu-avrasya-gayrimenkul-yatirim-ortakligi-a-s/,,0,21.10,Eşit Dağıtım,176000000.0,105652000.0,70348000.0,60.03,39.97,917000.0,110880000.0,120.92,9 Nisan 2026,"- %10-15 İşletme sermayesi. - %15-20 Finansal borçların ödenmesi. - %65-70 Yeni gayrimenkullere, gayrimenkule dayalı haklara, gayrimenkul yatırım fonlarına ve/veya gayrimenkul projelerine yapılacak yatırımların finansmanı. * İzahname, Sayfa 231.",2026
MCARD,(MetropolCard) Metropal Kurumsal Hizmetler A.Ş.,https://halkarz.com/metropal-kurumsal-hizmetler-a-s/,,0,80.00,Eşit Dağıtım,18900000.0,12600000.0,2835000.0,81.63,18.37,964747.0,9072000.0,9.4,11 Mart 2026,"- %25 Şirkete ait filo araçlarının yenilenmesi ve filonun genişletilmesi. - %15 Ar-Ge yatırımları. - %30 Yurt içi ve yurt dışı şirket kurulumu / ortaklıklar. - %30 İşletme sermayesi ve Şirket'in operasyonel faaliyetlerinin finansmanı. * İzahname, Sayfa 219.",2026
LXGYO,Luxera Gayrimenkul Yatırım Ortaklığı A.Ş.,https://halkarz.com/luxera-gayrimenkul-yatirim-ortakligi-a-s/,,0,12.05,Eşit Dağıtım,120000000.0,90000000.0,8500000.0,91.37,8.63,887852.0,48000000.0,54.06,10 Mart 2026,"- %100-85 Proje maliyetlerinin finansmanı. - %0-15 İşletme sermayesi. * İzahname, Sayfa 212.",2026
GENKM,Gentaş Kimya San. ve Tic. Pazarlama A.Ş.,https://halkarz.com/gentas-kimya-san-ve-tic-pazarlama-a-s/,,0,11.00,Eşit Dağıtım,124845000.0,84000000.0,4095000.0,95.35,4.65,803626.0,124592752.0,155.04,6 Mart 2026,"- %45-55 İşletme sermayesi. - %15-25 Yeni pazarlara erişilmesi. - %15-25 Finansal borçluluğun azaltılması. - %5-15 Ürün araştırma ve geliştirmeleri. * İzahname, Sayfa 194.",2026
SVGYO,Savur Gayrimenkul Yatırım Ortaklığı A.Ş.,https://halkarz.com/savur-gayrimenkul-yatirim-ortakligi-a-s/,,0,3.64,Eşit Dağıtım,295400000.0,208400000.0,43500000.0,82.73,17.27,701103.0,118160000.0,168.53,6 Mart 2026,"- %25-40 Kandilli Projesi'nin maliyetlerinin finansmanı. - %60-75 Yeni gayrimenkul yatırımları. - %0-15 İşletme sermayesi. * Taslak İzahname, Sayfa 216.",2026
EMPAE,Empa Elektronik San. ve Tic. A.Ş.,https://halkarz.com/empa-elektronik-san-ve-tic-a-s/,,0,22.00,Eşit Dağıtım,38000000.0,29000000.0,3864000.0,88.24,11.76,1134244.0,22800000.0,20.1,26 Şubat 2026,"- %40 Teknolojideki yeni alanlarda yatırım ve Ar-Ge faaliyetlerinin çeşitlendirilmesi. - %15 Bölgesel satış pazarlama ağı ve lojistik yatırımı. - %30 İşletme sermayesi. - %15 Finansal borç ödemesi. * İzahname, Sayfa 241.",2026
ATATR,Ata Turizm İşletmecilik Taşımacılık Madencilik Kuyumculuk San. ve Dış Ticaret A.Ş.,https://halkarz.com/ata-turizm-isletmecilik-tasimacilik-madencilik-kuyumculuk-san-ve-dis-ticaret-a-s/,,0,11.20,Eşit Dağıtım,280000000.0,240000000.0,40000000.0,85.71,14.29,622600.0,112000000.0,179.89,19 Şubat 2026,"- %80-90 Kiracı sıfatıyla sürdürdüğü taşınmazların satın alımı. - %10 Otel ve restoranların renovasyonu. - %5-10 Taş ocağı kapasite artırımı. - %5-10 İşletme sermayesi. * İzahname, Sayfa 231.",2026
BESTE,Best Brands Grup Enerji Yatırım A.Ş.,https://halkarz.com/best-brands-grup-enerji-yatirim-a-s/,,0,14.70,Eşit Dağıtım,54578570.0,38205000.0,16373570.0,70.0,30.0,795046.0,54474372.0,68.52,11 Şubat 2026,"- %100 Yeni yatırım yapılması. * İzahname, Sayfa 223.",2026
AKHAN,Akhan Un Fabrikası ve Tarım Ürünleri Gıda Sanayi Tic. A.Ş.,https://halkarz.com/akhan-un-fabrikasi-ve-tarim-urunleri-gida-sanayi-tic-a-s/,,0,21.50,Eşit Dağıtım,54700000.0,54700000.0,0.0,100.0,0.0,959086.0,32820000.0,34.22,6 Şubat 2026,"- %45 İşletme sermayesi. - %40 Finansal borçların kapatılması. - %15 Makarna fabrikası ile ilgili finansal kiralama ödemeleri. * İzahname, Sayfa 217.",2026
NETCD,Netcad Yazılım A.Ş.,https://halkarz.com/netcad-yazilim-a-s/,,0,46.00,Eşit Dağıtım,40000000.0,12000000.0,24500000.0,32.88,67.12,994717.0,24000000.0,24.13,5 Şubat 2026,"- %75-85 Arge yatırımları, işletme sermayesi. - %5-10 Pazar faaliyetlerinin artırılmasında. - %10-15 Şirket büyümesini destekleyen fiziki ve teknolojik yatırımlar. * İzahname, Sayfa 261.",2026
UCAYM,Üçay Mühendislik Enerji ve İklimlendirme Teknolojileri A.Ş.,https://halkarz.com/ucay-muhendislik-enerji-ve-iklimlendirme-teknolojileri-a-s/,,0,18.00,Eşit Dağıtım,60000000.0,50000000.0,5000000.0,90.91,9.09,785446.0,42000000.0,53.47,22 Ocak 2026,"- %40-50 Lisanssız ya da Lisanslı güneş enerjisi santrali (GES) kurulumu ya da satın alınması. - %10-15 Şube Aağının genişletilmesi. - %30-40 Operasyonel giderlerin azaltılması, sürdürülebilirlik yatırımları. - %5-10 Elektrikli araç şarj istasyonu ağları kurulumu. * İzahname, Sayfa 294.",2026
FRMPL,Formül Plastik ve Metal Sanayi A.Ş.,https://halkarz.com/formul-plastik-ve-metal-sanayi-a-s/,,0,30.24,Eşit Dağıtım,40000000.0,30000000.0,10000000.0,75.0,25.0,679834.0,26000000.0,38.24,15 Ocak 2026,"- %75 Yatırımlar. - %25 İşletme sermayesi. * İzahname, Sayfa 246.",2026
ZGYO,Z Gayrimenkul Yatırım Ortaklığı A.Ş.,https://halkarz.com/z-gayrimenkul-yatirim-ortakligi-a-s/,,0,9.77,Eşit Dağıtım,84500000.0,42250000.0,42250000.0,50.0,50.0,431279.0,42250000.0,97.96,16 Ocak 2026,"- %20-30 Portföydeki arsalar üzerinde gayrimenkul projesi geliştirme yatırımları ve gayrimenkule dayalı hak kapsamındaki proje yatırımları. - %25-35 Lagun diplomatik site projesi yatırımları. - %25-35 Finansal yükümlülük ödemesi. - %10-20 İşletme sermayesi. * İzahname, Sayfa 269.",2026
MEYSU,Meysu Gıda San. ve Tic. A.Ş.,https://halkarz.com/meysu-gida-san-ve-tic-a-s/,,0,7.50,Eşit Dağıtım,175000000.0,120000000.0,55000000.0,68.57,31.43,646385.0,78750000.0,121.83,13 Ocak 2026,"- %40-50 Kapasite ve verimlilik artışına yönelik yatırım. - %50-60 İşletme sermayesi. * İzahname, Sayfa 302.",2026
